;vrms;irms;daya;label
70;"201,0783033";"1,197082336";"201,1152739";kipas_angin
71;"206,5715646";"0,044445752";"41,7605338";dispenser
72;"218,8610297";"1,336728106";"333,3539242";strika
73;"206,5826433";"2,322315499";"39,10048849";dispenser
74;"201,8882013";"1,091906466";"201,7596038";kipas_angin
75;"213,603976";"1,875808464";"333,7214698";heater
76;"212,5898041";"0,218009666";"333,9268966";heater
77;"205,3583161";"0,627020921";"40,38575522";dispenser
78;"217,6168862";"0,253932074";"334,6897444";strika
79;"215,8132285";"1,498476535";"331,0591808";rice_cooker
80;"216,6229896";"1,322507064";"334,3903833";rice_cooker
81;"217,5436428";"0,912409581";"334,2309232";rice_cooker
82;"217,7270109";"1,442711579";"334,8506335";strika
83;"214,7873693";"3,826546645";"334,4000108";heater
84;"199,3327777";"1,297037155";"200,6918649";kipas_angin
85;"213,6419213";"2,346746762";"333,6798402";heater
86;"218,1794161";"0,592066247";"332,5973983";rice_cooker
87;"216,1500825";"2,637648327";"333,190881";rice_cooker
88;"217,4648726";"1,666547574";"331,2586345";rice_cooker
89;"217,8548156";"1,337885976";"334,0372923";strika
90;"216,2113547";"0,263441394";"331,7319521";rice_cooker
91;"219,7588416";"1,954335636";"332,7863322";strika
92;"217,5801498";"0,764960173";"333,4605336";strika
93;"205,9453305";"0,942268055";"41,17124803";dispenser
94;"206,1812279";"0,240779301";"41,71353543";dispenser
95;"206,3316603";"0,525716319";"41,86460218";dispenser
96;"212,3588027";"1,598430966";"334,3417502";heater
97;"205,7341284";"1,141308921";"37,87446539";dispenser
98;"206,9432171";"0,286457482";"42,38369732";dispenser
99;"206,2308128";"0,113685906";"41,00086411";dispenser
100;"200,5974457";"0,333270027";"201,5406526";kipas_angin
101;"201,7358052";"0,115161462";"199,8777485";kipas_angin
102;"205,4429202";"0,100669158";"43,31268043";dispenser
103;"207,0970406";"0,212070011";"39,41033018";dispenser
104;"207,7282564";"1,333120272";"42,2700787";dispenser
105;"213,6612139";"1,779722565";"334,2078348";heater
106;"218,832516";"1,305260861";"333,1686835";strika
107;"219,3739861";"2,203008192";"332,5001992";strika
108;"206,0100799";"1,223011549";"41,30128448";dispenser
109;"207,558999";"1,100307467";"41,61421968";dispenser
110;"218,9069345";"1,675092465";"333,9951806";strika
111;"207,1981662";"0,317376849";"40,37994052";dispenser
112;"214,5489026";"0,849762255";"332,7777151";rice_cooker
113;"203,6130269";"2,463897863";"200,5076034";kipas_angin
114;"200,6560731";"1,018290221";"200,209573";kipas_angin
115;"218,0246981";"1,453369604";"335,2054499";strika
116;"206,5669036";"1,068539874";"40,65248803";dispenser
117;"212,7990466";"1,762838575";"332,621993";heater
118;"217,7688777";"1,341599527";"333,4703646";strika
119;"201,461514";"1,46184844";"199,56125";kipas_angin
120;"212,3599235";"1,667724715";"335,0357464";heater
121;"205,9591615";"0,524126269";"40,43425151";dispenser
122;"218,3068785";"1,932737085";"335,420939";strika
123;"219,0287265";"2,735693014";"333,4779308";strika
124;"205,6419119";"1,840091983";"40,78307596";dispenser
125;"217,2546973";"3,40841848";"334,3461899";strika
126;"216,4359742";"1,237443159";"333,9472137";rice_cooker
127;"200,6211658";"0,891794392";"201,2990207";kipas_angin
128;"216,8304921";"1,620099421";"332,7168294";strika
129;"201,6395361";"0,706435776";"200,9459166";kipas_angin
130;"214,3567633";"3,19548601";"335,5166486";heater
131;"214,9359366";"0,422680911";"333,8906546";heater
132;"200,8899723";"0,755666697";"200,3339063";kipas_angin
133;"214,1084243";"1,770848573";"333,2259077";heater
134;"200,5137637";"0,523384522";"199,0206044";kipas_angin
135;"199,8086298";"0,511944351";"199,5520608";kipas_angin
136;"206,3713972";"0,484083841";"41,10230941";dispenser
137;"218,3188846";"0,68575173";"334,5113266";strika
138;"219,5375244";"2,026409051";"333,9085427";strika
139;"215,7560509";"1,541115845";"335,1323433";strika
140;"206,4647805";"0,180596318";"41,57505162";dispenser
141;"218,2589647";"1,627006593";"332,7044695";strika
142;"199,5156263";"0,461617904";"201,1596265";kipas_angin
143;"219,2116505";"2,792255978";"332,9524274";strika
144;"208,5999983";"0,035914036";"41,66992417";dispenser
145;"217,312169";"2,877528683";"333,8180574";rice_cooker
146;"205,2983867";"0,063817966";"39,8696314";dispenser
147;"218,345453";"2,117042203";"330,2588209";rice_cooker
148;"217,3450953";"3,78442097";"332,4497486";rice_cooker
149;"218,8532555";"2,541507122";"332,9552823";strika
150;"206,525973";"0,713500869";"43,61639973";dispenser
151;"201,5311871";"0,367324639";"200,1676359";kipas_angin
152;"216,4747063";"1,506692681";"333,2101791";rice_cooker
153;"215,9520059";"1,94726574";"332,9766315";rice_cooker
154;"207,0351048";"1,755673937";"40,02477856";dispenser
155;"213,4027835";"0,603303074";"335,3967852";heater
156;"205,2659896";"0,48012217";"40,40552574";dispenser
157;"218,6014224";"2,236638245";"333,4502817";rice_cooker
158;"213,8731556";"0,809112123";"334,435384";heater
159;"206,095273";"1,052850266";"41,27636794";dispenser
160;"200,8582919";"1,433306465";"200,1011637";kipas_angin
161;"215,5860975";"1,382767333";"333,140295";rice_cooker
162;"207,6689593";"1,152701303";"40,89511136";dispenser
163;"201,3768629";"0,103872249";"203,0085091";kipas_angin
164;"216,2998986";"2,673739229";"332,497355";rice_cooker
165;"217,3855037";"2,397183436";"334,904912";strika
166;"200,7942205";"1,238446785";"202,5127973";kipas_angin
167;"207,5929999";"2,472842519";"40,52634552";dispenser
168;"201,537054";"1,226930409";"201,0502202";kipas_angin
169;"205,3247412";"0,989750312";"41,59501177";dispenser
170;"200,7108378";"0,443588782";"201,1073858";kipas_angin
171;"200,4271277";"0,777418768";"202,0562408";kipas_angin
172;"217,0331484";"1,316456186";"333,0087942";rice_cooker
173;"205,6019918";"0,12016993";"41,81782723";dispenser
174;"219,0230842";"1,166185339";"334,2491308";strika
175;"214,8801858";"1,302876275";"334,1773202";rice_cooker
176;"214,1874164";"1,642085369";"334,6088479";heater
177;"218,1018884";"2,939998007";"333,20296";strika
178;"199,7990558";"1,02806371";"200,702975";kipas_angin
179;"214,2801617";"1,169784806";"335,4892276";heater
180;"213,351917";"0,42927677";"334,8182127";heater
181;"218,9096081";"0,987269557";"332,4567477";strika
182;"199,9114248";"1,277907096";"202,6669";kipas_angin
183;"208,4530083";"0,631427314";"42,63813549";dispenser
184;"219,3350373";"1,421274279";"333,1318772";strika
185;"201,8344753";"3,118174034";"201,7283744";kipas_angin
186;"217,4112883";"0,643293896";"334,6849105";strika
187;"214,657211";"2,770948535";"335,2061768";heater
188;"217,8897172";"1,263881567";"335,1173119";strika
189;"218,9362961";"0,23565638";"332,2923082";strika
190;"205,5788473";"0,695099454";"41,9768103";dispenser
191;"207,087481";"0,315395573";"40,94116547";dispenser
192;"217,5344615";"1,485678999";"332,3187942";rice_cooker
193;"201,061328";"3,262087971";"201,864419";kipas_angin
194;"217,9724337";"1,24398988";"333,2635548";rice_cooker
195;"209,0847909";"0,55815355";"40,1339112";dispenser
196;"200,7762536";"0,138313156";"200,7445002";kipas_angin
197;"202,471975";"0,199879219";"200,0544551";kipas_angin
198;"200,7516477";"1,383073949";"201,1824833";kipas_angin
199;"203,3357749";"2,113921906";"200,9991646";kipas_angin
200;"206,1711074";"2,050655109";"42,77783558";dispenser
201;"219,6174714";"2,377940108";"333,9633279";strika
202;"206,0105575";"0,86393143";"40,8461746";dispenser
203;"214,8581679";"3,753531497";"333,7280604";heater
204;"206,2422724";"1,329149282";"40,43945884";dispenser
205;"219,3080793";"2,388559863";"333,7914052";strika
206;"213,8483924";"1,942559993";"336,2954224";heater
207;"217,6153888";"2,380573286";"332,8324103";rice_cooker
208;"207,0365806";"0,43457981";"41,44504449";dispenser
209;"216,8762941";"2,402165252";"331,7185792";rice_cooker
210;"206,3647752";"1,584831181";"42,45927603";dispenser
211;"216,7961462";"3,161787783";"332,884637";rice_cooker
212;"213,0082659";"2,318803415";"333,5925484";heater
213;"215,6243072";"3,373253116";"333,7183567";rice_cooker
214;"213,6575723";"1,6723045";"336,0083113";heater
215;"207,9180497";"1,637412478";"38,4733328";dispenser
216;"216,1536878";"0,034343143";"331,8897735";rice_cooker
217;"216,3200368";"1,812406503";"335,8631339";rice_cooker
218;"219,8754749";"0,098542355";"333,1122402";strika
219;"202,1295636";"0,404291251";"200,2904021";kipas_angin
220;"207,9826692";"0,932949802";"40,56237933";dispenser
221;"216,4745804";"1,155469481";"332,5945579";strika
222;"219,4617913";"1,214105616";"334,6763281";strika
223;"216,5231046";"3,44713239";"332,5821787";rice_cooker
224;"207,6574553";"0,411574775";"39,79798451";dispenser
225;"206,2872528";"0,198990281";"40,75004735";dispenser
226;"214,2987347";"2,065946394";"336,226151";heater
227;"215,627243";"0,963306342";"333,3779767";rice_cooker
228;"214,5825876";"2,046667744";"334,1388106";heater
229;"206,0718667";"0,530743434";"41,71374521";dispenser
230;"218,0224168";"1,381677986";"331,5313583";rice_cooker
231;"217,3742869";"1,241584054";"333,3406071";rice_cooker
232;"219,8760796";"0,356605688";"333,8648492";strika
233;"218,6193899";"1,512417897";"333,5123309";strika
234;"202,4679441";"1,455170891";"202,0359586";kipas_angin
235;"199,9932407";"2,918036647";"200,36517";kipas_angin
236;"220,1833761";"1,817779135";"333,0983533";strika
237;"217,5509453";"2,476271856";"333,5588152";strika
238;"219,0540342";"1,486347685";"334,0286177";strika
239;"214,8157638";"1,62946242";"333,5235215";rice_cooker
240;"206,0014044";"0,795652934";"41,29734145";dispenser
241;"218,9429624";"1,721998276";"333,7756792";strika
242;"219,3873617";"0,724306988";"334,6357369";strika
243;"200,0148506";"1,683344087";"202,5620657";kipas_angin
244;"207,1795513";"0,448200338";"41,95283467";dispenser
245;"217,4952877";"1,122413412";"334,1023389";strika
246;"207,873946";"1,249749853";"41,01094037";dispenser
247;"217,3413057";"0,944989902";"334,6739985";rice_cooker
248;"214,1730213";"3,04387935";"335,3450307";heater
249;"217,2833871";"1,545720492";"332,6157685";rice_cooker
250;"216,9333467";"1,969986773";"333,3989184";rice_cooker
251;"206,4073875";"0,761503625";"40,15473908";dispenser
252;"214,9324484";"1,403700196";"333,6839109";heater
253;"206,7459725";"0,686806787";"39,603173";dispenser
254;"217,5054994";"0,950839599";"333,5800094";strika
255;"200,3042683";"0,54551929";"201,7194502";kipas_angin
256;"206,8594048";"1,815693785";"40,26432009";dispenser
257;"214,2616525";"0,257301736";"333,6233991";heater
258;"217,6066838";"2,069194513";"333,2079985";strika
259;"213,6434623";"2,01170041";"336,1937127";heater
260;"216,2665965";"3,558851502";"334,8306973";rice_cooker
261;"200,6294886";"2,403651256";"199,4578856";kipas_angin
262;"220,6072792";"2,999776007";"333,4046793";strika
263;"214,6855039";"1,31394303";"333,6080237";heater
264;"200,5794991";"1,469399444";"199,2218071";kipas_angin
265;"218,6820865";"1,578976328";"334,9125254";strika
266;"206,4746888";"1,48779918";"41,73895367";dispenser
267;"213,778506";"0,30352204";"333,8278798";heater
268;"213,1108438";"0,657330995";"332,9364207";heater
269;"215,2350424";"1,482499451";"333,4565546";rice_cooker
270;"213,2015723";"1,000171486";"332,2344263";heater
271;"220,0601445";"3,355454543";"333,4962691";strika
272;"215,3204853";"2,887773754";"332,7868282";rice_cooker
273;"216,8908045";"2,918842856";"332,4017593";rice_cooker
274;"220,2849716";"1,51416682";"334,0727742";strika
275;"201,2520592";"0,528388473";"202,393458";kipas_angin
276;"214,9645726";"2,088975991";"334,7003294";rice_cooker
277;"201,18934";"1,25866149";"200,195853";kipas_angin
278;"214,8174065";"0,9429112";"334,6373185";heater
279;"214,592709";"1,534207066";"334,5943774";heater
280;"218,1826998";"3,399960537";"334,9244337";strika
281;"213,5891229";"1,454738154";"336,0796563";heater
282;"217,5625123";"0,099861744";"333,5302028";rice_cooker
283;"201,3454182";"0,182242475";"200,1649966";kipas_angin
284;"201,550982";"0,584036949";"200,1290961";kipas_angin
285;"207,367925";"2,106238608";"43,39936948";dispenser
286;"213,6712273";"0,160781919";"333,2783153";heater
287;"200,567076";"0,982768984";"201,2538821";kipas_angin
288;"219,1361896";"2,538916556";"334,4953756";strika
289;"200,9187939";"1,635112246";"199,6196536";kipas_angin
290;"217,8952865";"2,245347636";"332,652827";strika
291;"200,8341905";"1,198781229";"200,3783658";kipas_angin
292;"201,3519128";"1,359239494";"200,6386006";kipas_angin
293;"219,6112321";"1,090498272";"336,0666972";strika
294;"201,1046639";"0,839908429";"200,8505407";kipas_angin
295;"217,1731464";"2,478093293";"333,1406365";rice_cooker
296;"208,2842152";"0,442298253";"41,27639282";dispenser
297;"201,2940698";"1,238324656";"199,8603573";kipas_angin
298;"218,5459555";"2,371925163";"332,3816314";strika
299;"213,7465241";"0,934176413";"335,1499619";heater
300;"200,3179148";"0,103262677";"202,6199088";kipas_angin
301;"213,2518692";"1,779972573";"332,543638";heater
302;"216,08329";"0,740255112";"333,1364969";strika
303;"220,2262827";"0,593527709";"333,6286191";strika
304;"217,7599683";"1,185559391";"334,8625349";strika
305;"217,6589227";"1,708765008";"334,3760852";strika
306;"218,1973891";"1,737726159";"331,5500024";rice_cooker
307;"201,1259216";"1,280547248";"200,8522563";kipas_angin
308;"219,1088565";"1,069566799";"334,6896246";strika
309;"212,9552408";"1,918167044";"333,6383367";heater
310;"215,3542503";"1,995259241";"335,1722507";heater
311;"216,8884381";"0,66478546";"331,991655";rice_cooker
312;"217,3691121";"2,487250252";"335,1605713";strika
313;"207,4605662";"0,747437136";"40,1932436";dispenser
314;"214,9348782";"3,694749183";"334,2844332";heater
315;"201,2724413";"0,202220799";"202,457369";kipas_angin
316;"217,0675353";"0,134433503";"332,308589";rice_cooker
317;"206,5537553";"0,135132988";"40,62349583";dispenser
318;"218,0668026";"2,518243634";"333,756639";strika
319;"215,0894882";"0,507830162";"332,2083196";heater
320;"218,6315894";"0,619916932";"333,6217424";strika
321;"219,2338766";"2,067757666";"332,3473787";strika
322;"219,1403608";"1,285955457";"333,7506866";strika
323;"202,334082";"0,888226325";"201,4174231";kipas_angin
324;"214,3443941";"1,559378879";"332,101676";heater
325;"220,6446504";"1,422838796";"334,6447946";strika
326;"216,5760101";"0,480057782";"333,3960063";rice_cooker
327;"207,4950459";"0,693046611";"41,79112652";dispenser
328;"217,6937456";"0,918292386";"333,0958516";strika
329;"206,3418522";"0,117166667";"41,26826986";dispenser
330;"218,5257471";"0,714951495";"332,1009476";rice_cooker
331;"219,1713168";"1,532829756";"334,0960204";strika
332;"217,7059137";"1,064931216";"335,1071016";strika
333;"201,1481237";"0,971257221";"201,6645646";kipas_angin
334;"206,9579591";"1,099327831";"39,87367918";dispenser
335;"217,8742433";"0,26175476";"334,0156817";rice_cooker
336;"216,7121848";"1,707981071";"332,8480073";rice_cooker
337;"205,354902";"0,893203722";"41,82898037";dispenser
338;"214,6142664";"0,294052395";"334,911617";heater
339;"199,5535467";"0,712942679";"200,2531767";kipas_angin
340;"201,2062559";"1,340920977";"200,3398331";kipas_angin
341;"218,5413886";"0,638991687";"331,6612048";rice_cooker
342;"201,6182639";"0,084165241";"200,1169026";kipas_angin
343;"217,2822447";"2,734823876";"332,3773087";strika
344;"206,746268";"0,647389516";"41,69283987";dispenser
345;"200,3450846";"1,742848945";"201,4642312";kipas_angin
346;"206,840119";"1,729840983";"41,17175844";dispenser
347;"198,7802805";"0,65037937";"201,8982049";kipas_angin
348;"211,8166589";"2,078367316";"331,8344767";heater
349;"201,2464393";"0,05237499";"202,1441666";kipas_angin
350;"200,8261779";"0,585852358";"200,7672653";kipas_angin
351;"200,6964869";"0,062128185";"200,3666674";kipas_angin
352;"212,9217355";"1,595866135";"333,178731";heater
353;"201,5859064";"1,748785051";"202,1402667";kipas_angin
354;"201,3706976";"0,559586028";"200,8594242";kipas_angin
355;"205,1034185";"0,970151869";"41,02393295";dispenser
356;"200,8839459";"0,801359766";"198,7522134";kipas_angin
357;"201,3368848";"0,251025258";"200,6456559";kipas_angin
358;"213,3181077";"0,467085876";"333,5743503";heater
359;"217,925683";"1,272933241";"334,8351845";strika
360;"218,4992281";"2,396542654";"332,0165552";strika
361;"213,6525428";"2,248097233";"333,6571886";heater
362;"212,5971057";"1,976575232";"335,5951309";heater
363;"213,2169834";"0,874897022";"332,4842536";heater
364;"215,1828996";"1,562622715";"334,1064759";rice_cooker
365;"215,8098149";"0,861852057";"332,8505906";rice_cooker
366;"217,3716951";"0,28122796";"331,53501";rice_cooker
367;"207,1033489";"0,916111803";"39,44436938";dispenser
368;"202,0074029";"0,115173094";"200,5310657";kipas_angin
369;"218,7293454";"1,606100111";"334,5350136";strika
370;"214,7687412";"1,896074333";"334,0702056";heater
371;"199,96599";"0,696117073";"200,2625651";kipas_angin
372;"204,7799084";"0,244480188";"42,61290231";dispenser
373;"201,4652047";"3,449371056";"200,5914026";kipas_angin
374;"205,368932";"1,059383916";"42,19721653";dispenser
375;"217,2571677";"1,404248255";"333,933978";rice_cooker
376;"216,381331";"3,853294272";"333,4922203";rice_cooker
377;"217,3639383";"0,793404208";"334,0602737";strika
378;"214,6700874";"3,293423419";"333,0114092";heater
379;"216,8961949";"0,553523301";"333,2810981";rice_cooker
380;"201,0355381";"1,904571526";"199,9103133";kipas_angin
381;"218,7177007";"3,234343169";"334,0830238";strika
382;"200,1689616";"0,458516136";"202,6186592";kipas_angin
383;"207,9849377";"0,344327068";"41,26560381";dispenser
384;"199,0996497";"0,9430775";"199,8246459";kipas_angin
385;"207,5898708";"0,20071383";"40,84359629";dispenser
386;"201,6004537";"0,290652151";"200,985334";kipas_angin
387;"220,0852284";"0,481576525";"333,9159036";strika
388;"217,9151616";"0,511035128";"334,3508242";strika
389;"219,9365034";"3,590606372";"335,4245503";strika
390;"206,1187915";"0,462306479";"41,82288216";dispenser
391;"202,1958613";"2,518164913";"202,0502907";kipas_angin
392;"207,4169102";"1,319962432";"40,73168723";dispenser
393;"219,06844";"0,27537419";"332,004792";strika
394;"217,8441488";"3,614640655";"332,8670954";strika
395;"205,836656";"0,086120556";"40,49641598";dispenser
396;"206,7206759";"2,314182763";"42,28053526";dispenser
397;"215,9802422";"0,275541219";"332,3575727";rice_cooker
398;"213,6601255";"1,767189111";"334,8163687";heater
399;"215,9644208";"1,030677123";"335,7704168";heater
400;"201,4813494";"0,48412155";"202,7005997";kipas_angin
401;"199,3129375";"0,618905471";"200,8497152";kipas_angin
402;"213,6935817";"2,477079901";"335,1986138";heater
403;"213,3112144";"0,948011246";"336,0931574";heater
404;"206,3784776";"1,063433966";"40,68596159";dispenser
405;"205,6310965";"0,13093934";"40,42451942";dispenser
406;"217,7297396";"1,568116791";"332,5559701";rice_cooker
407;"217,4485607";"0,195639603";"331,5951176";rice_cooker
408;"205,5369524";"0,414281147";"41,91187789";dispenser
409;"201,6658721";"0,709531025";"201,1235828";kipas_angin
410;"217,7276881";"2,069130789";"331,835207";rice_cooker
411;"204,9925444";"0,552256402";"40,58737519";dispenser
412;"218,1376611";"0,895566451";"334,2673262";strika
413;"204,8535491";"1,271401917";"41,10036926";dispenser
414;"201,7355552";"0,610874788";"198,8813819";kipas_angin
415;"214,6120268";"2,210577461";"336,4584925";heater
416;"213,7816813";"1,585265782";"334,9761553";heater
417;"203,264296";"0,259458188";"199,9243876";kipas_angin
418;"213,6984956";"1,477867489";"331,7561171";heater
419;"207,976283";"0,728876756";"40,82567734";dispenser
420;"201,7436923";"2,149439933";"201,6554741";kipas_angin
421;"219,2368702";"0,267337086";"332,981499";strika
422;"200,3119056";"0,573943724";"201,0749468";kipas_angin
423;"214,3431137";"1,152323869";"332,6720713";rice_cooker
424;"202,8423226";"0,270286388";"200,1862784";kipas_angin
425;"207,6931049";"1,064561009";"40,53494638";dispenser
426;"218,539137";"1,581380523";"334,4893821";strika
427;"200,6333082";"0,488263978";"201,3603247";kipas_angin
428;"207,9672323";"0,993642421";"41,42968091";dispenser
429;"218,5298971";"1,735854439";"332,8860113";rice_cooker
430;"206,0890754";"0,372946263";"42,05937113";dispenser
431;"201,9443662";"1,623765818";"200,0955528";kipas_angin
432;"202,1250774";"2,512810925";"201,2408115";kipas_angin
433;"213,9628252";"0,632616734";"334,5891265";heater
434;"217,2922627";"1,354788924";"332,0610802";rice_cooker
435;"201,5202909";"0,710453937";"199,568078";kipas_angin
436;"218,021743";"1,56543721";"334,1721613";strika
437;"206,262035";"0,770834731";"40,76183666";dispenser
438;"219,2704289";"2,087699213";"332,2669122";rice_cooker
439;"213,7529671";"1,740083643";"333,7432982";heater
440;"214,354633";"0,745707341";"332,6265978";heater
441;"218,1550318";"3,633389575";"334,510026";rice_cooker
442;"218,7774358";"0,921227455";"333,1372222";strika
443;"215,1023051";"1,041059106";"334,7978789";heater
444;"216,5229415";"0,586859195";"332,3368357";rice_cooker
445;"218,8028039";"0,922175584";"332,6983101";strika
446;"213,8849258";"2,57429785";"333,7757873";heater
447;"207,072438";"1,219113343";"41,5764006";dispenser
448;"198,9978806";"0,914580603";"200,8685999";kipas_angin
449;"216,3778559";"2,037336022";"333,4708958";strika
450;"207,3964252";"0,739927714";"41,09157687";dispenser
451;"218,6128144";"2,413618069";"333,5845627";strika
452;"209,2574762";"1,701371111";"40,82351856";dispenser
453;"218,5667893";"1,719303966";"333,7963705";strika
454;"211,8806406";"2,938442317";"335,0335251";heater
455;"213,5665103";"2,301259709";"334,8651101";heater
456;"213,9878606";"1,268101391";"334,2238243";heater
457;"201,3961396";"0,333729755";"201,5715815";kipas_angin
458;"212,2041543";"2,458056037";"334,8373924";heater
459;"205,8431067";"0,310959516";"42,17145171";dispenser
460;"215,8590854";"3,242238983";"334,2918207";rice_cooker
461;"212,9489238";"2,819115338";"333,5206728";heater
462;"219,7260286";"0,589065086";"333,6333062";strika
463;"204,781767";"1,054376989";"40,85021752";dispenser
464;"201,5905951";"0,525612008";"201,758261";kipas_angin
465;"217,3666571";"2,042991709";"334,9921726";strika
466;"202,2424943";"0,390104795";"199,7512114";kipas_angin
467;"206,3437074";"1,861777836";"41,36802198";dispenser
468;"219,0912689";"1,476637686";"333,8668203";strika
469;"201,1267203";"0,461572477";"199,7194363";kipas_angin
470;"215,5165607";"1,83274728";"332,7006099";rice_cooker
471;"207,3176226";"0,399890631";"42,0049787";dispenser
472;"214,4013624";"0,973725869";"335,3403604";heater
473;"213,4045075";"0,703681826";"332,504534";heater
474;"205,3895989";"1,026348813";"40,76401483";dispenser
475;"217,3878762";"4,251697142";"332,4402316";rice_cooker
476;"216,6481496";"0,180911074";"334,4751791";rice_cooker
477;"217,2421953";"1,11098186";"332,7367292";rice_cooker
478;"200,5438423";"0,404616614";"199,4975194";kipas_angin
479;"206,8676459";"0,853484964";"40,11764009";dispenser
480;"213,299127";"0,319020092";"335,907889";heater
481;"218,2364633";"0,921531798";"336,8185837";strika
482;"200,4250218";"1,580086578";"199,0324991";kipas_angin
483;"219,0032317";"0,121190621";"334,4171723";strika
484;"218,4135995";"2,176312143";"333,0679868";strika
485;"220,1644522";"1,7316901";"332,1775962";strika
486;"206,2940496";"1,090420688";"38,99302595";dispenser
487;"219,3517548";"1,09510526";"335,6276797";strika
488;"200,0440227";"2,802619102";"200,4011815";kipas_angin
489;"218,5907026";"2,539902221";"336,5950738";strika
490;"216,026845";"0,974327556";"333,9227914";rice_cooker
491;"217,0812262";"2,225044453";"331,9863965";rice_cooker
492;"205,8444843";"0,882891698";"41,05358415";dispenser
493;"217,6777272";"1,844210825";"333,574111";rice_cooker
494;"206,5293176";"0,13635803";"39,04953345";dispenser
495;"213,3676907";"2,263824669";"335,887689";heater
496;"218,4739707";"4,417948395";"333,2016731";rice_cooker
497;"219,0250145";"0,962391123";"331,8628951";rice_cooker
498;"214,7883651";"0,919013311";"333,7822401";heater
499;"213,5158111";"2,045927378";"333,8000435";heater
500;"201,82128";"0,867584979";"199,9709642";kipas_angin
501;"215,9548994";"1,88098334";"332,2653981";rice_cooker
